Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Case Count,Population
Mississippi,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.2,167,2966786
Connecticut,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.3,213,3557006
Tennessee,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.3,386,6886834
Montana,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.4,69,1080577
Kansas,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.4,158,2913805
Alabama,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.5,298,4921532
North Dakota,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.5,42,765309
Oklahoma,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.5,221,3980783
Arkansas,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.6,183,3030522
District of Columbia,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.6,32,712816
Nebraska,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.7,115,1937552
Massachusetts,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.7,443,6893574
Michigan,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.7,650,9966555
Missouri,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.7,396,6151548
Louisiana,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.8,281,4645318
Pennsylvania,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.9,895,12783254
Illinois,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.9,794,12587530
Wyoming,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,5,39,582328
Vermont,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,5.1,48,623347
Rhode Island,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,5.1,73,1057125
Iowa,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,5.2,224,3163561
Minnesota,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,5.2,373,5657342
Ohio,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,5.3,857,11693217
Wisconsin,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,5.3,422,5832655
Alaska,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,5.4,43,731158
Kentucky,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,5.4,317,4477251
New Hampshire,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,5.6,117,1366275
West Virginia,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,6.9,180,1784787
Maine,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,6.9,146,1350141
Nevada,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,,,
North Dakota,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,,,
Wyoming,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,,,
District of Columbia,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,,,
Indiana,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,,,
Hawaii,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,1.7,25,1407006
New Hampshire,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,1.7,24,1366275
Colorado,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,1.8,105,5807719
Delaware,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,1.8,18,986809
Oregon,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2,92,4241507
Arizona,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2,154,7421401
West Virginia,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2,39,1784787
Puerto Rico,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2,69,3281538
California,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.1,843,39368078
Nebraska,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.1,42,1937552
Tennessee,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.1,146,6886834
Virginia,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.1,184,8590563
Mississippi,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.1,65,2966786
New Mexico,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.2,47,2106319
Oklahoma,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.2,87,3980783
Texas,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.2,652,29360759
Washington,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.2,171,7693612
Alabama,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.3,115,4921532
Kentucky,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.3,106,4477251
Missouri,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.3,149,6151548
Minnesota,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.3,128,5657342
North Carolina,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.4,270,10600823
Kansas,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.4,75,2913805
South Dakota,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.4,23,892717
Massachusetts,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.4,174,6893574
Idaho,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.4,45,1826913
Montana,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.5,30,1080577
Alaska,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.5,18,731158
Maryland,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.5,150,6055802
Georgia,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.5,271,10710017
Utah,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.5,81,3249879
Ohio,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.5,303,11693217
Louisiana,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.5,118,4645318
Wisconsin,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.5,150,5832655
South Carolina,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.6,143,5218040
Iowa,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.6,86,3163561
Florida,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.6,612,21733312
Pennsylvania,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.6,344,12783254
Michigan,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.6,259,9966555
Connecticut,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.7,100,3557006
Illinois,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.7,357,12587530
Arkansas,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.8,83,3030522
New York,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.8,557,19336776
Maine,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,2.8,39,1350141
Vermont,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,3,21,623347
New Jersey,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,3.2,286,8882371
Rhode Island,Hodgkin Lymphoma,2020,Male and Female,All Races and Ethnicities,Incidence,3.3,36,1057125
Nevada,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,,,
Indiana,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,,,
North Dakota,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,3.9,37,765309
Wyoming,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,3.9,31,582328
South Dakota,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4,46,892717
Montana,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.1,60,1080577
Iowa,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.2,171,3163561
Colorado,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.3,283,5807719
Nebraska,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.3,103,1937552
Kansas,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.5,159,2913805
Utah,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.5,132,3249879
Oregon,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.5,250,4241507
Arizona,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.6,442,7421401
Idaho,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.6,97,1826913
Oklahoma,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.7,228,3980783
New Hampshire,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.7,91,1366275
Missouri,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.8,368,6151548
Virginia,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,4.9,518,8590563
Arkansas,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5,197,3030522
Florida,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.1,1653,21733312
Ohio,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.1,785,11693217
West Virginia,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.1,133,1784787
Washington,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.1,476,7693612
Alabama,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.2,327,4921532
Michigan,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.2,676,9966555
Minnesota,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.2,366,5657342
North Carolina,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.3,708,10600823
New Mexico,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.3,146,2106319
Tennessee,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.3,464,6886834
Wisconsin,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.3,416,5832655
Puerto Rico,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.3,267,3281538
Massachusetts,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.4,478,6893574
Vermont,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.4,49,623347
Maryland,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.5,413,6055802
Pennsylvania,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.5,964,12783254
Rhode Island,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.5,75,1057125
South Carolina,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.6,389,5218040
Maine,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.7,121,1350141
Mississippi,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.7,213,2966786
Delaware,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.8,77,986809
Kentucky,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.8,316,4477251
District of Columbia,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.9,43,712816
Texas,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,5.9,1812,29360759
Alaska,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,6,49,731158
Illinois,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,6,949,12587530
Louisiana,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,6.2,356,4645318
Georgia,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,6.3,773,10710017
New Jersey,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,6.3,717,8882371
Connecticut,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,6.6,313,3557006
California,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,6.6,3008,39368078
Hawaii,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,6.9,136,1407006
New York,Stomach,2020,Male and Female,All Races and Ethnicities,Incidence,7.4,1811,19336776
